Order ID,Customer ID,Product Name,Product Category,Order Date,Order Amount,Payment Status,Delivery Status,Expected Delivery Date,Refund Status,Warranty Status
ORD-812915,CUST-16842,Ultra Smartwatch v2,Wearables,2024-03-03,349,Refunded,Delivered,2024-03-06,Completed,Expired
ORD-747020,CUST-16842,Noise-Cancelling Bud S,Audio,2024-03-06,129,Paid,Cancelled,2024-03-13,None,Expired
ORD-533666,CUST-16843,Secure Router Pro,Networking,2024-02-02,199,Paid,In Transit,2024-02-09,None,Expired
ORD-962782,CUST-16843,4K HDR Monitor,Display,2024-02-07,599,Processing Refund,In Transit,2024-02-11,Processing,Expired
ORD-885167,CUST-16844,Eco Charging Pad,Accessories,2024-05-05,49,Unpaid,Not Shipped,2024-05-11,None,No Warranty
ORD-601641,CUST-16844,Quantum Laptop 15,Computing,2024-05-18,1499,Paid,Delivered,2024-05-22,None,Expired
ORD-426508,CUST-16844,4K HDR Monitor,Display,2024-05-20,599,Paid,Delivered,2024-05-25,None,Expired
ORD-877507,CUST-16844,Quantum Laptop 15,Computing,2024-05-07,1499,Paid,Delivered,2024-05-12,None,Expired
ORD-489685,CUST-16844,Ultra Smartwatch v2,Wearables,2024-05-07,349,Paid,Cancelled,2024-05-13,None,Expired
ORD-576074,CUST-16845,Quantum Laptop 15,Computing,2026-05-28,1499,Paid,In Transit,2026-05-31,None,Active
ORD-415268,CUST-16846,Ultra Smartwatch v2,Wearables,2025-11-07,349,Paid,Delivered,2025-11-13,None,Active
ORD-922178,CUST-16846,Pro Headphones X,Audio,2025-10-23,299,Unpaid,Cancelled,2025-10-26,None,Active
ORD-816292,CUST-16846,Secure Router Pro,Networking,2025-10-22,199,Refunded,Delivered,2025-10-25,Completed,Active
ORD-179716,CUST-16846,Noise-Cancelling Bud S,Audio,2025-10-29,129,Paid,Delivered,2025-11-04,None,Active
ORD-676334,CUST-16847,Eco Charging Pad,Accessories,2024-06-10,49,Paid,Delivered,2024-06-17,None,No Warranty
ORD-723943,CUST-16847,4K HDR Monitor,Display,2024-06-16,599,Processing Refund,Delivered,2024-06-21,Processing,Expired
ORD-270194,CUST-16847,Noise-Cancelling Bud S,Audio,2024-06-11,129,Paid,Delivered,2024-06-15,None,Expired
ORD-832046,CUST-16847,Noise-Cancelling Bud S,Audio,2024-05-31,129,Refunded,Cancelled,2024-06-07,Completed,Expired
ORD-134425,CUST-16847,4K HDR Monitor,Display,2024-06-12,599,Processing Refund,Delivered,2024-06-15,Processing,Expired
ORD-716610,CUST-16848,Ultra Smartwatch v2,Wearables,2024-12-25,349,Paid,In Transit,2025-01-01,None,Expired
ORD-660316,CUST-16848,Secure Router Pro,Networking,2024-12-08,199,Paid,In Transit,2024-12-12,None,Expired
ORD-553922,CUST-16848,Eco Charging Pad,Accessories,2024-12-08,49,Paid,Cancelled,2024-12-13,None,No Warranty
ORD-434910,CUST-16848,Noise-Cancelling Bud S,Audio,2024-12-24,129,Paid,Not Shipped,2024-12-30,None,Expired
ORD-523665,CUST-16848,Noise-Cancelling Bud S,Audio,2024-12-24,129,Paid,Delivered,2024-12-29,None,Expired
ORD-441240,CUST-16849,Quantum Laptop 15,Computing,2025-01-22,1499,Processing Refund,Delivered,2025-01-25,Processing,Expired
ORD-425612,CUST-16849,Quantum Laptop 15,Computing,2025-01-23,1499,Processing Refund,Delivered,2025-01-26,Processing,Expired
ORD-117910,CUST-16850,Noise-Cancelling Bud S,Audio,2024-08-25,129,Processing Refund,In Transit,2024-08-29,Processing,Expired
ORD-997037,CUST-16850,Secure Router Pro,Networking,2024-09-02,199,Paid,Delivered,2024-09-09,None,Expired
ORD-595392,CUST-16851,Eco Charging Pad,Accessories,2025-12-29,49,Paid,Delivered,2026-01-05,None,No Warranty
ORD-918820,CUST-16851,Ultra Smartwatch v2,Wearables,2025-12-28,349,Paid,Not Shipped,2026-01-02,None,Active
ORD-299938,CUST-16851,Ultra Smartwatch v2,Wearables,2025-12-26,349,Processing Refund,Not Shipped,2025-12-30,Processing,Active
ORD-430530,CUST-16851,Eco Charging Pad,Accessories,2025-12-16,49,Paid,Cancelled,2025-12-20,None,No Warranty
ORD-574566,CUST-16852,Ultra Smartwatch v2,Wearables,2025-09-23,349,Paid,Delivered,2025-09-26,None,Active
ORD-229219,CUST-16852,Quantum Laptop 15,Computing,2025-09-24,1499,Paid,Delivered,2025-10-01,None,Active
ORD-548106,CUST-16852,Noise-Cancelling Bud S,Audio,2025-09-27,129,Paid,In Transit,2025-10-01,None,Active
ORD-712838,CUST-16853,Ultra Smartwatch v2,Wearables,2025-10-10,349,Paid,In Transit,2025-10-17,None,Active
ORD-987765,CUST-16853,Eco Charging Pad,Accessories,2025-10-15,49,Paid,Delivered,2025-10-21,None,No Warranty
ORD-893127,CUST-16853,Ultra Smartwatch v2,Wearables,2025-10-22,349,Paid,Delivered,2025-10-27,None,Active
ORD-990697,CUST-16854,4K HDR Monitor,Display,2024-09-17,599,Paid,Cancelled,2024-09-23,None,Expired
ORD-629839,CUST-16854,Secure Router Pro,Networking,2024-09-14,199,Processing Refund,In Transit,2024-09-17,Processing,Expired
ORD-761711,CUST-16854,Eco Charging Pad,Accessories,2024-09-09,49,Processing Refund,Delivered,2024-09-13,Processing,No Warranty
ORD-143780,CUST-16855,Secure Router Pro,Networking,2024-02-28,199,Paid,Cancelled,2024-03-02,None,Expired
ORD-984628,CUST-16855,Eco Charging Pad,Accessories,2024-02-13,49,Unpaid,Cancelled,2024-02-16,None,No Warranty
ORD-763322,CUST-16855,Noise-Cancelling Bud S,Audio,2024-02-18,129,Paid,Cancelled,2024-02-23,None,Expired
ORD-125764,CUST-16855,Eco Charging Pad,Accessories,2024-02-17,49,Unpaid,Delivered,2024-02-22,None,No Warranty
ORD-318522,CUST-16856,Ultra Smartwatch v2,Wearables,2025-04-27,349,Paid,Not Shipped,2025-04-30,None,Expired
ORD-611770,CUST-16856,Ultra Smartwatch v2,Wearables,2025-04-27,349,Paid,Delivered,2025-05-02,None,Expired
ORD-189936,CUST-16856,4K HDR Monitor,Display,2025-04-16,599,Paid,In Transit,2025-04-22,None,Expired
ORD-448308,CUST-16857,Quantum Laptop 15,Computing,2025-07-08,1499,Paid,Delivered,2025-07-15,None,Active
ORD-680586,CUST-16857,Ultra Smartwatch v2,Wearables,2025-07-18,349,Processing Refund,Not Shipped,2025-07-24,Processing,Active
ORD-290876,CUST-16858,Eco Charging Pad,Accessories,2024-10-27,49,Paid,Delivered,2024-11-01,None,No Warranty
ORD-632287,CUST-16858,Noise-Cancelling Bud S,Audio,2024-10-22,129,Paid,Delivered,2024-10-26,None,Expired
ORD-785747,CUST-16859,Ultra Smartwatch v2,Wearables,2026-05-25,349,Unpaid,Not Shipped,2026-06-01,None,Active
ORD-540935,CUST-16860,Quantum Laptop 15,Computing,2026-04-21,1499,Paid,In Transit,2026-04-26,None,Active
ORD-284309,CUST-16860,Ultra Smartwatch v2,Wearables,2026-04-05,349,Refunded,Delivered,2026-04-09,Completed,Active
ORD-743891,CUST-16860,Eco Charging Pad,Accessories,2026-04-22,49,Paid,Delivered,2026-04-28,None,No Warranty
ORD-129801,CUST-16860,Eco Charging Pad,Accessories,2026-04-07,49,Paid,Not Shipped,2026-04-10,None,No Warranty
ORD-320745,CUST-16861,Noise-Cancelling Bud S,Audio,2023-11-25,129,Paid,In Transit,2023-11-30,None,Expired
ORD-408571,CUST-16861,Noise-Cancelling Bud S,Audio,2023-12-03,129,Paid,Delivered,2023-12-08,None,Expired
ORD-476893,CUST-16861,Ultra Smartwatch v2,Wearables,2023-12-09,349,Paid,Delivered,2023-12-16,None,Expired
ORD-918537,CUST-16862,Eco Charging Pad,Accessories,2025-07-02,49,Unpaid,Delivered,2025-07-09,None,No Warranty
ORD-781586,CUST-16862,4K HDR Monitor,Display,2025-06-28,599,Paid,In Transit,2025-07-01,None,Expired
ORD-822341,CUST-16862,Eco Charging Pad,Accessories,2025-06-30,49,Paid,Delivered,2025-07-04,None,No Warranty
ORD-155080,CUST-16862,Quantum Laptop 15,Computing,2025-06-29,1499,Refunded,Cancelled,2025-07-06,Completed,Expired
ORD-205214,CUST-16863,Secure Router Pro,Networking,2024-05-25,199,Unpaid,Delivered,2024-05-29,None,Expired
ORD-146240,CUST-16863,Pro Headphones X,Audio,2024-05-17,299,Paid,Delivered,2024-05-23,None,Expired
ORD-274694,CUST-16863,Quantum Laptop 15,Computing,2024-05-31,1499,Paid,Delivered,2024-06-07,None,Expired
ORD-214173,CUST-16864,Pro Headphones X,Audio,2024-02-04,299,Processing Refund,Cancelled,2024-02-08,Processing,Expired
ORD-939822,CUST-16864,4K HDR Monitor,Display,2024-02-04,599,Paid,Cancelled,2024-02-09,None,Expired
ORD-148881,CUST-16864,Noise-Cancelling Bud S,Audio,2024-01-25,129,Refunded,Delivered,2024-01-29,Completed,Expired
ORD-987535,CUST-16865,Secure Router Pro,Networking,2026-01-05,199,Paid,Cancelled,2026-01-12,None,Active
ORD-674098,CUST-16865,4K HDR Monitor,Display,2026-01-14,599,Paid,In Transit,2026-01-18,None,Active
ORD-975276,CUST-16865,Secure Router Pro,Networking,2026-01-22,199,Unpaid,In Transit,2026-01-25,None,Active
ORD-632648,CUST-16865,Eco Charging Pad,Accessories,2026-01-05,49,Paid,Delivered,2026-01-08,None,No Warranty
ORD-674411,CUST-16865,Pro Headphones X,Audio,2026-01-24,299,Paid,Cancelled,2026-01-28,None,Active
ORD-503888,CUST-16866,Ultra Smartwatch v2,Wearables,2025-10-16,349,Paid,In Transit,2025-10-19,None,Active
ORD-261033,CUST-16866,Ultra Smartwatch v2,Wearables,2025-10-07,349,Paid,In Transit,2025-10-14,None,Active
ORD-127481,CUST-16867,Ultra Smartwatch v2,Wearables,2024-05-27,349,Paid,Delivered,2024-06-03,None,Expired
ORD-399700,CUST-16868,Quantum Laptop 15,Computing,2024-04-18,1499,Paid,Not Shipped,2024-04-21,None,Expired
ORD-332243,CUST-16868,Secure Router Pro,Networking,2024-04-20,199,Refunded,In Transit,2024-04-27,Completed,Expired
ORD-512590,CUST-16868,Pro Headphones X,Audio,2024-05-06,299,Paid,Delivered,2024-05-09,None,Expired
ORD-213612,CUST-16868,Pro Headphones X,Audio,2024-04-23,299,Paid,Delivered,2024-04-26,None,Expired
ORD-142897,CUST-16868,Eco Charging Pad,Accessories,2024-04-18,49,Paid,In Transit,2024-04-21,None,No Warranty
ORD-645309,CUST-16869,Secure Router Pro,Networking,2024-10-07,199,Paid,Delivered,2024-10-12,None,Expired
ORD-361371,CUST-16869,Pro Headphones X,Audio,2024-10-01,299,Paid,Cancelled,2024-10-04,None,Expired
ORD-933895,CUST-16870,Secure Router Pro,Networking,2025-04-16,199,Processing Refund,Not Shipped,2025-04-22,Processing,Expired
ORD-807561,CUST-16870,4K HDR Monitor,Display,2025-04-03,599,Paid,Delivered,2025-04-06,None,Expired
ORD-912887,CUST-16871,4K HDR Monitor,Display,2026-06-14,599,Paid,Delivered,2026-06-19,None,Active
ORD-280564,CUST-16871,4K HDR Monitor,Display,2026-06-08,599,Paid,Delivered,2026-06-14,None,Active
ORD-728534,CUST-16871,4K HDR Monitor,Display,2026-06-12,599,Processing Refund,In Transit,2026-06-18,Processing,Active
ORD-256372,CUST-16871,Eco Charging Pad,Accessories,2026-06-03,49,Processing Refund,Cancelled,2026-06-07,Processing,No Warranty
ORD-186844,CUST-16871,Noise-Cancelling Bud S,Audio,2026-05-31,129,Unpaid,Delivered,2026-06-07,None,Active
ORD-182620,CUST-16872,Pro Headphones X,Audio,2023-11-30,299,Paid,Delivered,2023-12-04,None,Expired
ORD-649985,CUST-16873,4K HDR Monitor,Display,2025-05-28,599,Paid,Delivered,2025-05-31,None,Expired
ORD-182203,CUST-16873,Secure Router Pro,Networking,2025-06-04,199,Paid,Not Shipped,2025-06-08,None,Expired
ORD-489612,CUST-16873,Secure Router Pro,Networking,2025-06-05,199,Paid,Delivered,2025-06-08,None,Expired
ORD-166856,CUST-16873,Pro Headphones X,Audio,2025-05-22,299,Refunded,Not Shipped,2025-05-29,Completed,Expired
ORD-730177,CUST-16873,Eco Charging Pad,Accessories,2025-05-30,49,Paid,In Transit,2025-06-06,None,No Warranty
ORD-323695,CUST-16874,4K HDR Monitor,Display,2026-01-10,599,Paid,Delivered,2026-01-15,None,Active
ORD-113251,CUST-16874,Pro Headphones X,Audio,2026-01-07,299,Processing Refund,Cancelled,2026-01-12,Processing,Active
ORD-506826,CUST-16875,Noise-Cancelling Bud S,Audio,2024-10-30,129,Processing Refund,Cancelled,2024-11-05,Processing,Expired
ORD-983544,CUST-16875,Noise-Cancelling Bud S,Audio,2024-10-29,129,Paid,Delivered,2024-11-02,None,Expired
ORD-389305,CUST-16876,4K HDR Monitor,Display,2025-03-23,599,Paid,Cancelled,2025-03-26,None,Expired
ORD-356344,CUST-16876,Secure Router Pro,Networking,2025-03-25,199,Paid,Delivered,2025-03-29,None,Expired
ORD-673563,CUST-16877,4K HDR Monitor,Display,2024-11-10,599,Paid,Delivered,2024-11-13,None,Expired
ORD-997144,CUST-16878,4K HDR Monitor,Display,2025-11-12,599,Paid,In Transit,2025-11-17,None,Active
ORD-968375,CUST-16878,Pro Headphones X,Audio,2025-11-18,299,Paid,Cancelled,2025-11-23,None,Active
ORD-528338,CUST-16878,4K HDR Monitor,Display,2025-11-13,599,Unpaid,Delivered,2025-11-20,None,Active
ORD-820592,CUST-16878,Noise-Cancelling Bud S,Audio,2025-11-10,129,Processing Refund,In Transit,2025-11-13,Processing,Active
ORD-570980,CUST-16878,Ultra Smartwatch v2,Wearables,2025-11-03,349,Processing Refund,Cancelled,2025-11-09,Processing,Active
ORD-190577,CUST-16879,Ultra Smartwatch v2,Wearables,2025-10-15,349,Refunded,Delivered,2025-10-18,Completed,Active
ORD-255087,CUST-16880,Noise-Cancelling Bud S,Audio,2024-04-16,129,Processing Refund,Delivered,2024-04-19,Processing,Expired
ORD-746925,CUST-16881,Quantum Laptop 15,Computing,2025-08-26,1499,Paid,Delivered,2025-08-31,None,Active
ORD-578446,CUST-16881,Pro Headphones X,Audio,2025-09-01,299,Refunded,Not Shipped,2025-09-07,Completed,Active
ORD-571434,CUST-16881,Ultra Smartwatch v2,Wearables,2025-08-26,349,Paid,Not Shipped,2025-08-31,None,Active
ORD-979721,CUST-16882,4K HDR Monitor,Display,2025-05-04,599,Unpaid,In Transit,2025-05-09,None,Expired
ORD-555207,CUST-16882,Pro Headphones X,Audio,2025-04-24,299,Unpaid,Delivered,2025-05-01,None,Expired
ORD-357587,CUST-16882,4K HDR Monitor,Display,2025-05-03,599,Refunded,In Transit,2025-05-06,Completed,Expired
ORD-222922,CUST-16882,Secure Router Pro,Networking,2025-05-04,199,Paid,In Transit,2025-05-09,None,Expired
ORD-362793,CUST-16883,Noise-Cancelling Bud S,Audio,2025-01-08,129,Refunded,Cancelled,2025-01-13,Completed,Expired
ORD-100668,CUST-16883,Pro Headphones X,Audio,2025-01-05,299,Paid,Cancelled,2025-01-09,None,Expired
ORD-189606,CUST-16883,4K HDR Monitor,Display,2025-01-06,599,Paid,Delivered,2025-01-11,None,Expired
ORD-442791,CUST-16883,Eco Charging Pad,Accessories,2025-01-13,49,Paid,Delivered,2025-01-18,None,No Warranty
ORD-453418,CUST-16883,Eco Charging Pad,Accessories,2024-12-30,49,Refunded,In Transit,2025-01-03,Completed,No Warranty
ORD-105161,CUST-16884,4K HDR Monitor,Display,2026-05-08,599,Paid,Delivered,2026-05-12,None,Active
ORD-266101,CUST-16884,Ultra Smartwatch v2,Wearables,2026-05-05,349,Paid,Cancelled,2026-05-08,None,Active
ORD-756668,CUST-16884,Ultra Smartwatch v2,Wearables,2026-05-12,349,Unpaid,Delivered,2026-05-16,None,Active
ORD-280680,CUST-16884,Secure Router Pro,Networking,2026-05-19,199,Unpaid,Not Shipped,2026-05-23,None,Active
ORD-835257,CUST-16885,Quantum Laptop 15,Computing,2024-10-06,1499,Unpaid,In Transit,2024-10-12,None,Expired
ORD-635664,CUST-16886,Quantum Laptop 15,Computing,2024-11-06,1499,Paid,Delivered,2024-11-12,None,Expired
ORD-196344,CUST-16887,Noise-Cancelling Bud S,Audio,2024-08-04,129,Paid,Cancelled,2024-08-10,None,Expired
ORD-992433,CUST-16887,Pro Headphones X,Audio,2024-08-05,299,Paid,Delivered,2024-08-10,None,Expired
ORD-594448,CUST-16888,Secure Router Pro,Networking,2024-05-05,199,Unpaid,Cancelled,2024-05-11,None,Expired
ORD-650352,CUST-16888,Quantum Laptop 15,Computing,2024-05-11,1499,Paid,Not Shipped,2024-05-18,None,Expired
ORD-945049,CUST-16889,Secure Router Pro,Networking,2026-05-28,199,Paid,Cancelled,2026-06-01,None,Active
ORD-822093,CUST-16889,4K HDR Monitor,Display,2026-06-01,599,Processing Refund,Delivered,2026-06-04,Processing,Active
ORD-321093,CUST-16889,4K HDR Monitor,Display,2026-05-20,599,Paid,Cancelled,2026-05-25,None,Active
ORD-101842,CUST-16889,Ultra Smartwatch v2,Wearables,2026-06-01,349,Paid,Not Shipped,2026-06-08,None,Active
ORD-847007,CUST-16890,Ultra Smartwatch v2,Wearables,2023-11-22,349,Paid,Cancelled,2023-11-25,None,Expired
ORD-810264,CUST-16890,Pro Headphones X,Audio,2023-11-23,299,Unpaid,Cancelled,2023-11-26,None,Expired
ORD-173754,CUST-16890,Pro Headphones X,Audio,2023-11-10,299,Paid,Cancelled,2023-11-17,None,Expired
ORD-129994,CUST-16891,Noise-Cancelling Bud S,Audio,2024-07-31,129,Paid,Cancelled,2024-08-03,None,Expired
ORD-679987,CUST-16891,Ultra Smartwatch v2,Wearables,2024-08-02,349,Refunded,Not Shipped,2024-08-09,Completed,Expired
ORD-968373,CUST-16891,Pro Headphones X,Audio,2024-08-13,299,Processing Refund,Not Shipped,2024-08-18,Processing,Expired
ORD-850615,CUST-16891,Quantum Laptop 15,Computing,2024-08-03,1499,Processing Refund,Delivered,2024-08-07,Processing,Expired
ORD-171270,CUST-16892,Ultra Smartwatch v2,Wearables,2025-07-07,349,Paid,Not Shipped,2025-07-14,None,Active
ORD-687763,CUST-16892,4K HDR Monitor,Display,2025-06-26,599,Paid,Delivered,2025-07-01,None,Expired
ORD-763889,CUST-16892,Pro Headphones X,Audio,2025-07-12,299,Paid,In Transit,2025-07-17,None,Active
ORD-664460,CUST-16892,Pro Headphones X,Audio,2025-07-06,299,Processing Refund,In Transit,2025-07-11,Processing,Active
ORD-950203,CUST-16893,Ultra Smartwatch v2,Wearables,2025-12-02,349,Unpaid,Delivered,2025-12-06,None,Active
ORD-208101,CUST-16893,4K HDR Monitor,Display,2025-11-20,599,Paid,In Transit,2025-11-25,None,Active
ORD-613644,CUST-16894,Pro Headphones X,Audio,2025-12-14,299,Paid,Delivered,2025-12-19,None,Active
ORD-370813,CUST-16894,Ultra Smartwatch v2,Wearables,2025-12-17,349,Refunded,In Transit,2025-12-22,Completed,Active
ORD-818803,CUST-16894,Eco Charging Pad,Accessories,2025-12-29,49,Paid,Delivered,2026-01-01,None,No Warranty
ORD-857498,CUST-16894,Eco Charging Pad,Accessories,2025-12-30,49,Paid,Not Shipped,2026-01-04,None,No Warranty
ORD-751173,CUST-16895,Noise-Cancelling Bud S,Audio,2025-03-17,129,Paid,Delivered,2025-03-23,None,Expired
ORD-850286,CUST-16895,Noise-Cancelling Bud S,Audio,2025-04-02,129,Refunded,In Transit,2025-04-07,Completed,Expired
ORD-924463,CUST-16895,Eco Charging Pad,Accessories,2025-04-03,49,Paid,Delivered,2025-04-09,None,No Warranty
ORD-564771,CUST-16895,4K HDR Monitor,Display,2025-03-27,599,Processing Refund,Delivered,2025-04-02,Processing,Expired
ORD-473568,CUST-16895,Noise-Cancelling Bud S,Audio,2025-03-25,129,Paid,In Transit,2025-03-31,None,Expired
ORD-362315,CUST-16896,4K HDR Monitor,Display,2026-04-15,599,Paid,Not Shipped,2026-04-22,None,Active
ORD-116831,CUST-16897,Noise-Cancelling Bud S,Audio,2024-12-06,129,Refunded,Cancelled,2024-12-09,Completed,Expired
ORD-230871,CUST-16897,4K HDR Monitor,Display,2024-11-28,599,Paid,Not Shipped,2024-12-01,None,Expired
ORD-693838,CUST-16897,Eco Charging Pad,Accessories,2024-11-23,49,Paid,Cancelled,2024-11-30,None,No Warranty
ORD-921006,CUST-16897,4K HDR Monitor,Display,2024-12-07,599,Paid,Delivered,2024-12-12,None,Expired
ORD-852168,CUST-16898,Eco Charging Pad,Accessories,2025-07-23,49,Paid,Not Shipped,2025-07-29,None,No Warranty
ORD-852352,CUST-16898,Eco Charging Pad,Accessories,2025-07-14,49,Paid,Cancelled,2025-07-17,None,No Warranty
ORD-370702,CUST-16898,Ultra Smartwatch v2,Wearables,2025-07-28,349,Paid,In Transit,2025-08-02,None,Active
ORD-487889,CUST-16898,Noise-Cancelling Bud S,Audio,2025-07-20,129,Paid,Delivered,2025-07-26,None,Active
ORD-321909,CUST-16899,Quantum Laptop 15,Computing,2024-03-01,1499,Paid,Delivered,2024-03-06,None,Expired
ORD-981469,CUST-16899,Pro Headphones X,Audio,2024-03-05,299,Paid,Cancelled,2024-03-11,None,Expired
ORD-273519,CUST-16900,Pro Headphones X,Audio,2025-10-25,299,Paid,Not Shipped,2025-10-31,None,Active
ORD-517797,CUST-16901,Pro Headphones X,Audio,2026-02-01,299,Paid,Delivered,2026-02-04,None,Active
ORD-645571,CUST-16901,4K HDR Monitor,Display,2026-01-20,599,Paid,Delivered,2026-01-25,None,Active
ORD-369475,CUST-16901,Pro Headphones X,Audio,2026-01-20,299,Processing Refund,Cancelled,2026-01-27,Processing,Active
ORD-742274,CUST-16902,Ultra Smartwatch v2,Wearables,2023-12-04,349,Paid,Delivered,2023-12-09,None,Expired
ORD-319139,CUST-16902,Noise-Cancelling Bud S,Audio,2023-12-11,129,Unpaid,Delivered,2023-12-14,None,Expired
ORD-935288,CUST-16902,Noise-Cancelling Bud S,Audio,2023-11-27,129,Paid,Cancelled,2023-12-02,None,Expired
ORD-721204,CUST-16902,Pro Headphones X,Audio,2023-12-11,299,Processing Refund,Cancelled,2023-12-18,Processing,Expired
ORD-876410,CUST-16902,Eco Charging Pad,Accessories,2023-11-30,49,Unpaid,Cancelled,2023-12-06,None,No Warranty
ORD-316146,CUST-16903,4K HDR Monitor,Display,2025-07-28,599,Paid,Not Shipped,2025-08-03,None,Active
ORD-808848,CUST-16903,4K HDR Monitor,Display,2025-07-19,599,Paid,Delivered,2025-07-22,None,Active
ORD-288510,CUST-16903,Secure Router Pro,Networking,2025-07-23,199,Unpaid,Delivered,2025-07-27,None,Active
ORD-199121,CUST-16904,Ultra Smartwatch v2,Wearables,2023-12-20,349,Paid,Delivered,2023-12-23,None,Expired
ORD-336979,CUST-16904,Pro Headphones X,Audio,2023-12-29,299,Paid,Delivered,2024-01-02,None,Expired
ORD-848512,CUST-16904,Quantum Laptop 15,Computing,2023-12-17,1499,Processing Refund,In Transit,2023-12-22,Processing,Expired
ORD-857614,CUST-16904,4K HDR Monitor,Display,2023-12-29,599,Unpaid,Cancelled,2024-01-04,None,Expired
ORD-710972,CUST-16904,4K HDR Monitor,Display,2023-12-16,599,Unpaid,In Transit,2023-12-22,None,Expired
ORD-615155,CUST-16905,4K HDR Monitor,Display,2025-02-04,599,Paid,Delivered,2025-02-09,None,Expired
ORD-930038,CUST-16906,Noise-Cancelling Bud S,Audio,2024-02-23,129,Paid,In Transit,2024-02-26,None,Expired
ORD-317828,CUST-16906,Secure Router Pro,Networking,2024-02-24,199,Paid,Delivered,2024-02-28,None,Expired
ORD-503433,CUST-16906,Eco Charging Pad,Accessories,2024-02-24,49,Unpaid,Delivered,2024-03-02,None,No Warranty
ORD-303287,CUST-16907,Noise-Cancelling Bud S,Audio,2025-02-09,129,Paid,Not Shipped,2025-02-16,None,Expired
ORD-817177,CUST-16907,Secure Router Pro,Networking,2025-02-05,199,Paid,Delivered,2025-02-08,None,Expired
ORD-907557,CUST-16907,Quantum Laptop 15,Computing,2025-02-14,1499,Paid,Cancelled,2025-02-20,None,Expired
ORD-751105,CUST-16907,Eco Charging Pad,Accessories,2025-02-05,49,Paid,Not Shipped,2025-02-11,None,No Warranty
ORD-408104,CUST-16908,Noise-Cancelling Bud S,Audio,2026-03-17,129,Processing Refund,Not Shipped,2026-03-24,Processing,Active
ORD-781468,CUST-16908,Ultra Smartwatch v2,Wearables,2026-03-21,349,Refunded,Not Shipped,2026-03-27,Completed,Active
ORD-333562,CUST-16908,Eco Charging Pad,Accessories,2026-04-02,49,Paid,Not Shipped,2026-04-08,None,No Warranty
ORD-605108,CUST-16909,Noise-Cancelling Bud S,Audio,2024-05-19,129,Paid,Not Shipped,2024-05-23,None,Expired
ORD-218195,CUST-16910,Secure Router Pro,Networking,2024-07-03,199,Paid,Cancelled,2024-07-07,None,Expired
ORD-384584,CUST-16910,Quantum Laptop 15,Computing,2024-07-06,1499,Unpaid,Delivered,2024-07-09,None,Expired
ORD-737185,CUST-16911,Pro Headphones X,Audio,2026-04-06,299,Processing Refund,Not Shipped,2026-04-12,Processing,Active
ORD-364627,CUST-16911,Eco Charging Pad,Accessories,2026-04-16,49,Processing Refund,Not Shipped,2026-04-22,Processing,No Warranty
ORD-598448,CUST-16911,Noise-Cancelling Bud S,Audio,2026-04-18,129,Paid,Delivered,2026-04-25,None,Active
ORD-404176,CUST-16911,Pro Headphones X,Audio,2026-04-10,299,Refunded,Delivered,2026-04-15,Completed,Active
ORD-857324,CUST-16912,Noise-Cancelling Bud S,Audio,2024-04-24,129,Paid,Delivered,2024-04-30,None,Expired
ORD-467964,CUST-16913,Eco Charging Pad,Accessories,2024-08-04,49,Paid,Cancelled,2024-08-10,None,No Warranty
ORD-998485,CUST-16913,Noise-Cancelling Bud S,Audio,2024-08-11,129,Processing Refund,Delivered,2024-08-15,Processing,Expired
ORD-400797,CUST-16913,Ultra Smartwatch v2,Wearables,2024-08-03,349,Paid,Delivered,2024-08-09,None,Expired
ORD-572740,CUST-16914,Ultra Smartwatch v2,Wearables,2024-06-11,349,Paid,Delivered,2024-06-14,None,Expired
ORD-448628,CUST-16914,4K HDR Monitor,Display,2024-06-15,599,Paid,Cancelled,2024-06-18,None,Expired
ORD-985669,CUST-16914,Pro Headphones X,Audio,2024-06-16,299,Paid,Cancelled,2024-06-23,None,Expired
ORD-726800,CUST-16914,Pro Headphones X,Audio,2024-06-19,299,Refunded,Delivered,2024-06-26,Completed,Expired
ORD-303012,CUST-16914,Quantum Laptop 15,Computing,2024-06-21,1499,Paid,Cancelled,2024-06-24,None,Expired
ORD-631976,CUST-16915,Pro Headphones X,Audio,2024-06-01,299,Processing Refund,Cancelled,2024-06-08,Processing,Expired
ORD-226842,CUST-16915,Secure Router Pro,Networking,2024-06-09,199,Paid,Delivered,2024-06-14,None,Expired
ORD-921601,CUST-16915,Pro Headphones X,Audio,2024-05-26,299,Paid,Delivered,2024-05-29,None,Expired
ORD-215136,CUST-16915,Eco Charging Pad,Accessories,2024-05-29,49,Paid,Cancelled,2024-06-05,None,No Warranty
ORD-678953,CUST-16915,Secure Router Pro,Networking,2024-06-04,199,Paid,Not Shipped,2024-06-11,None,Expired
ORD-836190,CUST-16916,Noise-Cancelling Bud S,Audio,2024-07-13,129,Refunded,Delivered,2024-07-19,Completed,Expired
ORD-831162,CUST-16916,Ultra Smartwatch v2,Wearables,2024-07-12,349,Paid,Delivered,2024-07-18,None,Expired
ORD-814278,CUST-16916,Quantum Laptop 15,Computing,2024-07-02,1499,Paid,Not Shipped,2024-07-07,None,Expired
ORD-522026,CUST-16916,Ultra Smartwatch v2,Wearables,2024-07-12,349,Paid,Delivered,2024-07-15,None,Expired
